$ /home/aojili/lsy_drone_racing/.pixi/envs/gpu/bin/python /home/aojili/lsy_drone_racing/lsy_drone_racing/control/train_CleanRL_ppo_level3.py --config=level3_dr.toml --wandb_enabled=True --wandb_project_name=ADR-PPO-Racing-Level3 --wandb_mode=online --train=True --eval=0 --total_timesteps=40000000 --num_envs=1024 --num_steps=32 --cuda=True --jax_device=gpu --model_name=checkpoints/level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m/level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m_final.ckpt --checkpoint_dir=/home/aojili/lsy_drone_racing/lsy_drone_racing/control/checkpoints/level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m --checkpoint_interval=5000000 --observation_layout=level3_target_gate_nearest_gate_2obs_local_history_v5 --wandb_entity=aojili77-technical-university-of-munich --wandb_run_name=level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m --wandb_run_id=level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m --initial_model_name=/home/aojili/lsy_drone_racing/lsy_drone_racing/control/checkpoints/level3_loop_036_structural_v5_decoupled_frame_clearance_low_pressure_reward_20m/level3_loop_036_structural_v5_decoupled_frame_clearance_low_pressure_reward_20m_final.ckpt --learning_rate=0.0003 --gamma=0.99 --gae_lambda=0.95 --update_epochs=5 --num_minibatches=8 --clip_coef=0.26 --clip_vloss=True --ent_coef=0.02 --vf_coef=0.7 --max_grad_norm=1.5 --target_kl=0.03 --hidden_dim=256 --n_obs=2 --action_rp_limit_deg=90.0 --action_lowpass_alpha=1.0 --reward_structure=decoupled_frame_clearance --progress_coef=0.0 --gate_stage_coef=9.0 --gate_axis_coef=22.0 --near_gate_coef=0.0 --gate_bonus=180.0 --gate_front_bonus=22.0 --gate_plane_bonus=18.0 --gate_back_bonus=95.0 --finish_bonus=300.0 --missed_gate_penalty=8.0 --gate_frame_pressure_coef=1.5 --wrong_side_penalty=14.0 --crash_penalty=50.0 --obstacle_coef=4.5 --obstacle_margin=0.3 --obstacle_clearance_coef=0.0 --timeout_penalty=80.0 --time_penalty=0.005 --act_coef=0.012 --d_act_th_coef=0.055 --d_act_xy_coef=0.055 --cmd_tilt_coef=0.75 --rpy_coef=0.65 --tilt_limit_deg=42.0 --tilt_excess_coef=10.0

W0620 16:27:27.865533 2184830 cuda_executor.cc:1802] GPU interconnect information not available: INTERNAL: NVML doesn't support extracting fabric info or NVLink is not used by the device.
W0620 16:27:27.867861 2184753 cuda_executor.cc:1802] GPU interconnect information not available: INTERNAL: NVML doesn't support extracting fabric info or NVLink is not used by the device.
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/aojili/.netrc.
wandb: Currently logged in as: aojili77 (aojili77-technical-university-of-munich) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m
wandb: Tracking run with wandb version 0.25.1
wandb: Run data is saved locally in /home/aojili/lsy_drone_racing/wandb/run-20260620_162731-level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m
wandb: ⭐️ View project at https://wandb.ai/aojili77-technical-university-of-munich/ADR-PPO-Racing-Level3
wandb: 🚀 View run at https://wandb.ai/aojili77-technical-university-of-munich/ADR-PPO-Racing-Level3/runs/level3_loop_037_v5_decoupled_frame_clearance_low_pressure_maturation_from_loop036_40m
/home/aojili/lsy_drone_racing/.pixi/envs/gpu/lib/python3.13/site-packages/jax/_src/abstract_arrays.py:135: RuntimeWarning: overflow encountered in cast
  return literals.TypedNdArray(np.asarray(x, dtype), weak_type=False)
Training on device: cuda | Environment device: gpu
initialized agent weights from /home/aojili/lsy_drone_racing/lsy_drone_racing/control/checkpoints/level3_loop_036_structural_v5_decoupled_frame_clearance_low_pressure_reward_20m/level3_loop_036_structural_v5_decoupled_frame_clearance_low_pressure_reward_20m_final.ckpt; optimizer starts fresh
Iter 1/1220 took 14.86 seconds
Iter 2/1220 took 2.84 seconds
Iter 3/1220 took 2.87 seconds
Iter 4/1220 took 2.85 seconds
Iter 5/1220 took 2.85 seconds
Iter 6/1220 took 2.85 seconds
Iter 7/1220 took 2.84 seconds
Iter 8/1220 took 2.91 seconds
Iter 9/1220 took 2.82 seconds
Iter 10/1220 took 2.91 seconds
Iter 11/1220 took 2.79 seconds
Iter 12/1220 took 2.79 seconds
Iter 13/1220 took 2.80 seconds
Iter 14/1220 took 2.86 seconds
Iter 15/1220 took 2.70 seconds
Iter 16/1220 took 2.71 seconds
Iter 17/1220 took 2.69 seconds
Iter 18/1220 took 2.69 seconds
Iter 19/1220 took 2.70 seconds
Iter 20/1220 took 2.68 seconds
Iter 21/1220 took 2.74 seconds
Iter 22/1220 took 2.72 seconds
Iter 23/1220 took 2.75 seconds
Iter 24/1220 took 2.72 seconds
Iter 25/1220 took 2.65 seconds
Iter 26/1220 took 2.74 seconds
Iter 27/1220 took 2.71 seconds
Iter 28/1220 took 2.70 seconds
Iter 29/1220 took 2.75 seconds
Iter 30/1220 took 2.78 seconds
Iter 31/1220 took 2.74 seconds
Iter 32/1220 took 2.77 seconds
Iter 33/1220 took 2.72 seconds
Iter 34/1220 took 2.72 seconds
Iter 35/1220 took 2.72 seconds
Iter 36/1220 took 2.71 seconds
Iter 37/1220 took 2.74 seconds
Iter 38/1220 took 2.78 seconds
Iter 39/1220 took 2.76 seconds
Iter 40/1220 took 2.89 seconds
Iter 41/1220 took 2.94 seconds
Iter 42/1220 took 2.78 seconds
Iter 43/1220 took 2.80 seconds
Iter 44/1220 took 2.99 seconds
Iter 45/1220 took 2.83 seconds
Iter 46/1220 took 2.85 seconds
Iter 47/1220 took 2.85 seconds
Iter 48/1220 took 2.80 seconds
